X    Y
0.1655385410806285    1.0775413024501972
0.7007363771082693    2.7043965852414287
0.9052571585058746    2.7269739556567405
0.9546901822238644    3.3813280961052854
0.8199114851438067    2.3869264151333156
0.6265224682993371    2.6367074534606223
0.07758820850314951    1.244176564478816
0.07525165903273423    1.4947584588384293
0.08468794760145193    0.698518906095499
0.046797689557648625    1.3545457039652489
0.07660805214866773    0.9033076379861059
0.027660672770542627    1.1287180479794274
0.018340751638242003    0.5799071107540077
0.5785705756983256    2.1011323275264235
0.3844210882823057    1.4327866600968173
0.1095989139257868    1.2367915371176441
0.20865962434622232    1.8693725854161336
0.724868797942858    2.5141917239821425
0.823079800710484    2.2360053906153947
0.44811299497369883    2.28892798836493
0.7776302015632319    2.725681760035046
0.21007796713180948    1.5859394213280404
0.5887281399363503    1.6868474168444076
0.13861504087212084    0.8539099515951866
0.6737820329386627    2.397427533061952
0.5281247335208967    2.0310229063782046
0.4248224518518283    2.261622599036629
0.40573342249535127    2.1495637876720743
0.2392784573777761    1.886361070844536
0.28301077558022025    1.6636088712965351
0.2654490763564188    1.403483115961462
0.05247463923180107    1.0311861262111166
0.9173651932959309    3.0496476938621573
0.08334114729048225    1.1611215113984095
0.8136164200829121    3.053403893847358
0.35741732333198317    1.7559105381428086
0.08928509479360469    1.1713770563245935
0.41202156952852165    2.208465324052108
0.9373187357938663    3.075993348173057
0.5302588778648799    1.9770701739352814
0.1797988014021743    1.4457663535652359
0.1834575807362805    1.3864300360343298
0.36492884597048725    2.0957140122797897
0.19723252347128817    1.6449205624932897
0.04196609163292364    1.334730777177131
0.23064105676712343    1.4349388636194036
0.8863266639266871    2.6925275023419344
0.29588741460580625    1.9134777833901673
0.7019282269997168    2.4551844632993345
0.23993793290218957    1.234652300072932
0.8447316929834014    2.514279617907279
0.11679025792044062    0.7758232218214823
0.9885564130617983    2.685990881190618
0.1680240754251201    1.6611663701238513
0.5450519013663793    1.6982351412729078
0.6372660185415967    2.1955380598109127
0.5143058162034    2.4549458723862343
0.5295034753829164    2.5557838467280547
0.24711414983518243    1.9862544609542603
0.9307144854599667    3.29503114036998
0.15683001480585912    0.9620428890956303
0.5845722530961123    1.7048385497059964
0.4784801056761431    2.3533467242135266
0.7998742238961633    2.168642191162178
0.5682130352410746    2.5574880440198946
0.4276927509791405    2.2503384140203773
0.9450127186979305    2.600566666082634
0.2440673037000448    1.4966842270452942
0.5782894785369066    2.5397371115396217
0.018469097036924897    1.3676293740570933
0.9099778037788896    2.3539237257468884
0.4480377275288657    2.02113800474303
0.8003391824581383    2.719044520391379
0.255780525157392    2.0044990284976207
0.4394941143122061    1.4025009799128618
0.04461753700452464    1.541712126179609
0.9611756840602641    3.025923491914206
0.8384185026230372    2.6170491584701137
0.49075240228893324    1.7467378056428047
0.831895062201984    2.3285311874002037
0.03580889665849063    1.3881068168941415
0.9420959314721833    2.640315695071471
0.16731792933163114    1.3709589161233025
0.19886656440181505    1.7973339159606057
0.4438595883024612    2.179855340687958
0.10730214831003271    0.8706092224299615
0.5023179916415839    2.065434965348316
0.20893812559163627    1.4989617163212752
0.32635077815548363    1.32490759656353
0.999030811496511    3.1603269563587455
0.9203406151625354    2.759884961611577
0.02804993786237564    1.148821620444196
0.885470234190698    2.9798122227114203
0.9106676605824034    2.72273884850245
0.602163507121345    2.6816861041452746
0.4367240565850391    2.3096876154012382
0.5527824847381156    1.6674659993247398
0.16349281207351607    1.1275717807134769
0.08142872465762041    0.8313406447869804
0.6573092049233877    2.419777430496244
